filename,width,height,class,xmin,ymin,xmax,ymax
naver_0188_jpg.rf.7479eebb3a52b2537a34a3ab97526bce.jpg,640,640,Tahu,140,341,238,487
naver_0188_jpg.rf.7479eebb3a52b2537a34a3ab97526bce.jpg,640,640,Tahu,230,368,345,524
naver_0188_jpg.rf.7479eebb3a52b2537a34a3ab97526bce.jpg,640,640,Tahu,63,283,167,473
naver_0188_jpg.rf.7479eebb3a52b2537a34a3ab97526bce.jpg,640,640,Tahu,33,239,163,387
naver_0188_jpg.rf.7479eebb3a52b2537a34a3ab97526bce.jpg,640,640,Tahu,92,177,190,275
naver_0188_jpg.rf.7479eebb3a52b2537a34a3ab97526bce.jpg,640,640,Tahu,124,139,182,204
lele_0_jpg.rf.88c78359b0ab26fa87f4f1cd00770276.jpg,640,640,Ikan-Lele,83,6,441,634
Ikan_Lele_25_PNG.rf.b14d31b8ac72d0dcd63c16b830abb60e.jpg,640,640,Ikan-Lele,2,59,228,639
Ikan_Lele_25_PNG.rf.b14d31b8ac72d0dcd63c16b830abb60e.jpg,640,640,Ikan-Lele,178,1,458,639
Ikan_Lele_25_PNG.rf.b14d31b8ac72d0dcd63c16b830abb60e.jpg,640,640,Ikan-Lele,394,58,606,640
IMG_7753_jpg.rf.b57b4b8e7149cfa550a0a0b9214d0fc4.jpg,640,640,Telur-Ayam-Broiler,130,142,473,486
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,34,155,162,333
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,31,122,149,254
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,84,171,214,363
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,135,192,271,437
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,178,219,350,495
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,261,276,469,573
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,138,74,246,200
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,216,67,330,206
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,267,93,390,237
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,319,139,455,285
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,374,168,562,465
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,210,16,268,84
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,240,6,338,94
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,303,1,403,101
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,398,55,516,155
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,373,25,475,140
naver_0184_jpg.rf.f4ab0f34b29b8d8ca1f133e9c79a4260.jpg,640,640,Tahu,474,84,582,282
lele-1-_jpg.rf.75420efbf8e07f65b3d6a25950a2bab1.jpg,640,640,Ikan-Lele,19,93,637,377
tavuk2_11095_jpg.rf.f5b678c03a0a7c4a458f3ee6d40f5e87.jpg,640,640,Daging-Ayam,333,0,550,245
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,267,70,355,158
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,173,127,257,202
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,243,140,314,241
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,56,194,225,234
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,136,398,328,464
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,98,265,260,320
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,287,211,405,340
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,335,103,441,158
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,321,163,469,199
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,376,141,506,181
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,412,48,470,153
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,455,174,507,329
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,303,285,467,340
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,301,316,460,375
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,280,447,465,523
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,39,455,229,517
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,369,424,530,554
IMG_2896_JPG_jpg.rf.9a8efab29b52e34e7f1a749dfb898fe7.jpg,640,640,Udang,489,305,551,463
Ikan_Kembung_22_jpg.rf.43fecab9db47d840e00ec6852604e30e.jpg,640,640,Ikan-Kembung,31,73,159,558
Ikan_Kembung_22_jpg.rf.43fecab9db47d840e00ec6852604e30e.jpg,640,640,Ikan-Kembung,157,88,279,584
Ikan_Kembung_22_jpg.rf.43fecab9db47d840e00ec6852604e30e.jpg,640,640,Ikan-Kembung,271,99,401,554
Ikan_Kembung_22_jpg.rf.43fecab9db47d840e00ec6852604e30e.jpg,640,640,Ikan-Kembung,378,113,556,563
Ikan_Kembung_22_jpg.rf.43fecab9db47d840e00ec6852604e30e.jpg,640,640,Ikan-Kembung,479,97,640,529
Ikan_Lele_18_PNG.rf.7bd9e30e518faebde95c681cb9ca0dac.jpg,640,640,Ikan-Lele,114,22,536,640
WIN_20230618_16_40_14_Pro_jpg.rf.a1fae7338e1c18f373e6833955b475db.jpg,640,640,Udang,244,187,473,415
Ikan_Kembung_4_jpg.rf.e8be2f86b01e349564171c048bcaf61c.jpg,640,640,Ikan-Kembung,134,0,346,589
Ikan_Kembung_4_jpg.rf.e8be2f86b01e349564171c048bcaf61c.jpg,640,640,Ikan-Kembung,304,113,584,640
Ikan_Kembung_4_jpg.rf.e8be2f86b01e349564171c048bcaf61c.jpg,640,640,Ikan-Kembung,51,2,237,624
Ikan_Kembung_4_jpg.rf.e8be2f86b01e349564171c048bcaf61c.jpg,640,640,Ikan-Kembung,201,36,486,638
Ikan_Kembung_4_jpg.rf.e8be2f86b01e349564171c048bcaf61c.jpg,640,640,Ikan-Kembung,351,178,611,636
Ikan_Kembung_4_jpg.rf.e8be2f86b01e349564171c048bcaf61c.jpg,640,640,Ikan-Kembung,458,157,640,640
istockphoto-479437940-612x612_jpg.rf.18dd2fbab5f091fa40f67966fc3a8233.jpg,640,640,Daging-Sapi,107,0,512,570
bn_jpg.rf.5bc24da037bf4b0cbbd6b63609a3e870.jpg,640,640,Ikan-Nila,3,107,630,546
IMG_7785_jpg.rf.f7a1d29f94dee58fa7b6a611eb2693d2.jpg,640,640,Telur-Ayam-Broiler,174,152,506,500
legs-on-a-white-background-fresh-raw-turkey-leg-isolated-on-white-background.jpg,640,640,Daging-Ayam,63,126,517,584
images-109-_jpeg.rf.13d72c03299a5eb410572b9d60f40b4b.jpg,640,640,Daging-Ayam,171,177,640,519
images-109-_jpeg.rf.13d72c03299a5eb410572b9d60f40b4b.jpg,640,640,Daging-Ayam,35,169,351,427
images-109-_jpeg.rf.13d72c03299a5eb410572b9d60f40b4b.jpg,640,640,Daging-Ayam,434,50,634,202
images-109-_jpeg.rf.13d72c03299a5eb410572b9d60f40b4b.jpg,640,640,Daging-Ayam,168,66,386,193
gf-uY6W-BPTL-nG8v_tempeh-wartosci-odzywcze-kalorie-664x442.jpg,640,640,Tempe,0,0,367,396
gf-uY6W-BPTL-nG8v_tempeh-wartosci-odzywcze-kalorie-664x442.jpg,640,640,Tempe,232,183,500,528
gf-uY6W-BPTL-nG8v_tempeh-wartosci-odzywcze-kalorie-664x442.jpg,640,640,Tempe,379,129,605,447
gf-uY6W-BPTL-nG8v_tempeh-wartosci-odzywcze-kalorie-664x442.jpg,640,640,Tempe,193,335,498,609
d67468a3384570c5f151f3ed82d93f72_jpg.rf.151c1ef43dbc3bd00d88c7b97dbb6232.jpg,640,640,Tempe,94,139,524,255
d67468a3384570c5f151f3ed82d93f72_jpg.rf.151c1ef43dbc3bd00d88c7b97dbb6232.jpg,640,640,Tempe,49,246,585,319
d67468a3384570c5f151f3ed82d93f72_jpg.rf.151c1ef43dbc3bd00d88c7b97dbb6232.jpg,640,640,Tempe,29,291,591,389
d67468a3384570c5f151f3ed82d93f72_jpg.rf.151c1ef43dbc3bd00d88c7b97dbb6232.jpg,640,640,Tempe,0,339,616,468
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,329,21,539,271
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,197,48,439,306
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,222,169,555,452
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,111,324,345,537
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,102,108,312,384
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,137,167,263,405
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,69,169,140,473
images-7-_jpeg.rf.81ab0618031f8837137d0e368b4e993b.jpg,640,640,Ikan-Lele,291,247,565,487
ng_jpg.rf.d0d0499931dff25e2b2b5376f26c76d0.jpg,640,640,Ikan-Nila,19,198,627,462
Patin-43-_jpg.rf.6078b07625660d371ff4d66ced233d97.jpg,640,640,Ikan-Patin,50,194,610,489
WIN_20230618_16_41_25_Pro_jpg.rf.1fc2911e722637b235a0ce8497c4179a.jpg,640,640,Udang,219,269,489,455
Ikan_Lele_17_PNG.rf.0a314b405c77084eb468e1279ffb09e8.jpg,640,640,Ikan-Lele,43,407,591,629
Ikan_Lele_17_PNG.rf.0a314b405c77084eb468e1279ffb09e8.jpg,640,640,Ikan-Lele,10,210,612,493
Ikan_Lele_17_PNG.rf.0a314b405c77084eb468e1279ffb09e8.jpg,640,640,Ikan-Lele,11,43,603,369
Ikan_Kembung_15_jpg.rf.932db7fc263a85a4c02cd23391835863.jpg,640,640,Ikan-Kembung,153,198,570,608
Ikan_Kembung_15_jpg.rf.932db7fc263a85a4c02cd23391835863.jpg,640,640,Ikan-Kembung,86,149,569,462
Ikan_Kembung_15_jpg.rf.932db7fc263a85a4c02cd23391835863.jpg,640,640,Ikan-Kembung,54,44,557,341
istockphoto-184324869-612x612_jpg.rf.124575a7ed86182f232758293545a349.jpg,640,640,Daging-Sapi,153,262,323,546
istockphoto-184324869-612x612_jpg.rf.124575a7ed86182f232758293545a349.jpg,640,640,Daging-Sapi,170,130,370,284
istockphoto-184324869-612x612_jpg.rf.124575a7ed86182f232758293545a349.jpg,640,640,Daging-Sapi,268,243,452,449
istockphoto-184324869-612x612_jpg.rf.124575a7ed86182f232758293545a349.jpg,640,640,Daging-Sapi,319,68,497,286
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,246,117,408,472
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,313,38,637,230
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,369,151,639,353
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,507,306,640,639
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,407,290,525,640
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,313,316,422,640
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,10,184,140,528
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,108,246,251,640
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,101,45,207,291
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,190,80,284,485
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,221,326,327,640
Ikan_Kembung_17_jpg.rf.67abaddaaa74a3c241764ab69c2f6966.jpg,640,640,Ikan-Kembung,450,6,640,211
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,143,18,253,185
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,243,21,334,171
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,335,22,441,170
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,383,157,483,306
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,290,155,391,289
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,199,146,295,300
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,106,145,211,293
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,93,281,213,429
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,207,282,315,442
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,300,284,402,439
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,408,270,510,434
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,325,402,453,579
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,239,424,342,591
naver_0154_jpg.rf.3161ca5aa085a698df13e5edde656183.jpg,640,640,Tahu,139,406,242,564
IMG_2903_JPG_jpg.rf.02961111dd3fadbea8754d145f4d5af8.jpg,640,640,Udang,103,150,237,349
IMG_2903_JPG_jpg.rf.02961111dd3fadbea8754d145f4d5af8.jpg,640,640,Udang,265,109,454,165
IMG_2903_JPG_jpg.rf.02961111dd3fadbea8754d145f4d5af8.jpg,640,640,Udang,292,189,388,315
IMG_2903_JPG_jpg.rf.02961111dd3fadbea8754d145f4d5af8.jpg,640,640,Udang,404,236,490,548
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,68,65,197,399
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,142,230,267,512
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,98,378,230,629
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,217,144,343,408
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,284,298,383,639
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,282,129,443,328
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,331,321,461,579
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,476,318,598,608
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,412,60,640,268
WIN_20230618_16_44_20_Pro_jpg.rf.a37cf83afc36b325fe972ef75ea3a4d1.jpg,640,640,Udang,367,95,483,391
Ikan_Lele_15_PNG.rf.da16e7a4ce562c2702047af76e9b664c.jpg,640,640,Ikan-Lele,102,182,573,640
Ikan_Lele_15_PNG.rf.da16e7a4ce562c2702047af76e9b664c.jpg,640,640,Ikan-Lele,70,182,615,544
Ikan_Lele_15_PNG.rf.da16e7a4ce562c2702047af76e9b664c.jpg,640,640,Ikan-Lele,38,88,588,442
IMG_7766_jpg.rf.5ec232c17f0dcfb9f0a572ae71594e3d.jpg,640,640,Telur-Ayam-Broiler,159,156,515,502
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,195,322,317,478
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,398,369,493,491
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,518,362,600,510
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,451,477,541,583
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,405,560,511,637
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,322,446,433,578
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,110,410,206,532
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,219,465,347,565
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,245,567,357,639
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,77,329,173,458
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,172,212,265,334
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,99,190,181,295
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,328,185,404,295
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,411,258,539,427
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,353,273,419,384
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,236,138,322,252
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,265,137,329,217
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,256,233,338,305
naver_0178_jpg.rf.41fcead95550bbb2700f4359d561daa1.jpg,640,640,Tahu,497,179,583,262
